[    3768ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://rr5---sn-q4fl6nz6.googlevideo.com/videoplayback?expire=0115224453&ei=reOI1Behk5TWd75DujwNqtb&ip=6.67.35.12&id=o-AFt8IlxP1inWcs7ISo7KJeuGzroofbGnYgcHp4COPs0Mu&itag=18&source=youtube&requiressl=yes&mh=X6&mm=596%2C73618%2C53190&mn=lvrLi%2CGLEd7%2Cl075n&ms=lvrLi%2CGLEd7%2Cl075n&mv=L&mvi=7&pl=62&ctier=L&initcwndbps=1476814&siu=7&spc=uCRCccd9PAtoXXDP2ca2e82B1nopdb42j1NL4TZokMYM&vprv=7&svpuc=7&mime=video%2Fmp4&ns=iAl0HIBo2GFMInnqR3xKB6Bc&cnr=62&ratebypass=yes&dur=42703807&lmt=1826227378922758&mt=0115224453&fvip=3&c=WEB&txp=1476814&n=Jn5lWYi7wMBc2pL9&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cctier%2Csiu%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Ccnr%2Cratebypass%2Cdur%2Clmt&sig=BMQ0QkKenugTMsQZYBLKdX7oh5h3IebvDmFVUYl-Y-ckcpRNEfVn6BYVEfNNkQ8BVYPVUO-OhIeNzV_HjPm1MP2hPIfmg7fHB1MTJ2fwTjMR&lsparams=mh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=BMQ0QkKenugTMsQZYBLKdX7oh5h3IebvDmFVUYl-Y-ckcpRNEfVn6BYVEfNNkQ8BVYPVUO-OhIeNzV_HjPm1MP2hPIfmg7fHB1MTJ2fwTjMR:0
[    9458ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[    9458ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[    9459ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   16109ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   16109ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   16109ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   24084ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   24085ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   24085ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   35234ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   35234ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   35234ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   46051ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   46051ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   46051ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   53384ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   53384ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   53384ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   59859ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   59859ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   59859ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60606ms] [ERROR] requestStorageAccessFor: Permission denied. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60606ms] [ERROR] requestStorageAccessFor: Must be handling a user gesture to use. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60606ms] [ERROR] requestStorageAccessFor: Must be handling a user gesture to use. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60606ms] [ERROR] requestStorageAccessFor: Must be handling a user gesture to use. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60764ms] [ERROR] requestStorageAccessFor: Permission denied. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   60765ms] [ERROR] requestStorageAccessFor: Permission denied. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   64084ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   64084ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   64085ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   69710ms] [WARNING] The resource https://rr3---sn-ixh7rn76.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
[   69710ms] [WARNING] The resource https://rr1---sn-oan31-5a5s.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=VHWDHUQKFyA&t=53s:0
